pincode,officeName,district,state,storedLat,storedLon,kmFromRegion,regionPrefix,severity
486884,"Nigahi Project S.O","SINGRAULI","MADHYA PRADESH",23.9984,82.6993,14419,48688*,CRITICAL
486885,"Vindhyanagar S.O","SINGRAULI","MADHYA PRADESH",24.0915556,82.6498611,14408,48688*,CRITICAL
486883,"SARAI","SIDHI","MADHYA PRADESH",24.046711,82.209411,14403,48688*,CRITICAL
486887,"Amlori Project S.O","SINGRAULI","MADHYA PRADESH",24.1595556,82.4900278,14397,48688*,CRITICAL
486882,"Chitrangi S.O","SINGRAULI","MADHYA PRADESH",24.470232,82.535303,14364,48688*,CRITICAL
733139,"Fulbari S.O","NA","NA",25.3644441,88.603976,14361,73313*,CRITICAL
486881,"Jiawan S.O","SINGRAULI","MADHYA PRADESH",24.4047222,81.8783333,14357,48688*,CRITICAL
246142,"Kalagarh SO","PAURI GARHWAL","UTTARAKHAND",29.4907778,78.7643333,10930,24614*,CRITICAL
450119,"Narmada Nagar S.O (East Nimar)","EAST NIMAR","MADHYA PRADESH",21.8229167,76.3519444,10406,45011*,CRITICAL
575025,"Srinivasnagar S.O","DAKSHINA KANNADA","KARNATAKA",13.0088333,74.7932778,9804,57502*,CRITICAL
575020,"Ullal S.O","DAKSHINA KANNADA","KARNATAKA",12.8203889,74.84175,9785,57502*,CRITICAL
577451,"KVV Shankaraghattta S.O","SHIVAMOGGA","KARNATAKA",13.7358889,75.6323889,9618,57745*,CRITICAL
577009,"Lokikere S.O","DAVANGERE","KARNATAKA",0,0,8247,57700*,CRITICAL
462116,"Nodal Delivery Centre Shahpura Bhopal","NA","NA",23.2010622,77.4252362,8174,4621*,CRITICAL
389135,"Singvad SO","DOHAD","GUJARAT",0,0,7868,38913*,CRITICAL
815117,"Surajdih B.O","PAKUR","JHARKHAND",24.25987,87.36958,7860,815*,CRITICAL
182207,"GANDOH SO","DODA","JAMMU AND KASHMIR",33.1352657,75.5174733,7476,18220*,CRITICAL
182206,"Dul Hasti Project SO","KISHTWAR","JAMMU AND KASHMIR",33.1844,75.4639,7472,18220*,CRITICAL
535558,"Bobbili H.O","VIZIANAGARAM","ANDHRA PRADESH",18.5744722,83.3570278,7229,53555*,CRITICAL
497555,"Godripara SO","KOREA","CHHATTISGARH",23.170373,82.359938,7202,497*,CRITICAL
497553,"Kurasia Colly SO","KOREA","CHHATTISGARH",23.170115,82.369097,7202,497*,CRITICAL
497557,"Sonawani Colly SO","KOREA","CHHATTISGARH",23.189453,82.383141,7200,497*,CRITICAL
182129,"Bhart BO","DODA","JAMMU AND KASHMIR",33.305413,75.061222,7063,18212*,CRITICAL
762030,"Baghiabahal S.O","BOUDH","ODISHA",82.566686,82.566686,6858,7620*,CRITICAL
182140,"Kaban BO","KISHTWAR","JAMMU AND KASHMIR",33.305413,75.061222,6825,18214*,CRITICAL
385581,"LAKHANI S.O","BANAS KANTHA","GUJARAT",24.311674,71.822033,6786,3855*,CRITICAL
781020,"Noonmati S.O","KAMRUP METRO","ASSAM",91.4810429,26.1058359,6725,78102*,CRITICAL
535569,"Pakki SO","VIZIANAGARAM","ANDHRA PRADESH",18.5979,83.4804,6612,5355*,CRITICAL
403701,"Assolna S.O","SOUTH GOA","GOA",15.1805381,73.9711474,6011,40370*,CRITICAL
403501,"Porvorim S.O","NORTH GOA","GOA",15.5462476,73.8233046,5989,40350*,CRITICAL
201022,"Bhojpur SO","HAPUR","UTTAR PRADESH",77.37410016,28.47342492,5871,2010*,CRITICAL
403409,"Betora I.E. S.O","SOUTH GOA","GOA",15.386036,74.0312696,5459,40340*,CRITICAL
403402,"Velha goa S.O","NORTH GOA","GOA",15.5016444,73.9133377,5442,40340*,CRITICAL
403403,"Piedade S.O","NORTH GOA","GOA",15.527641,73.904069,5439,40340*,CRITICAL
176060,"Darang SO","KANGRA","HIMACHAL PRADESH",76.321,31.8662,5240,17606*,CRITICAL
500931,"NDC Ibrahim Bagh Lines","NA","NA",78.66083333,17.5355,5201,5009*,CRITICAL
500984,"NDC Kothaguda","NA","NA",78.5118889,17.4739167,5191,5009*,CRITICAL
500934,"NDC Banjarahills","NA","NA",78.43588889,17.41722222,5187,5009*,CRITICAL
500918,"NDC Sanathnagar","NA","NA",78.44747222,17.45655556,5187,5009*,CRITICAL
500989,"NDC Chitrapuri Colony","NA","NA",78.3705889,17.4156429,5182,5009*,CRITICAL
182104,"PTC Udhampur SO","UDHAMPUR","JAMMU AND KASHMIR",32.9095278,75.1062222,5181,18210*,CRITICAL
403731,"Cavelossim S.O","SOUTH GOA","GOA",15.18612012,73.94713971,5004,4037*,CRITICAL
403602,"Fatorda S.O","SOUTH GOA","GOA",15.2923922,73.966067,4783,403*,CRITICAL
403204,"St. Lourence S.O","NORTH GOA","GOA",15.4263216,73.8990009,4766,403*,CRITICAL
403203,"Pilar S.O (North Goa)","NORTH GOA","GOA",15.4421021,73.893379,4765,403*,CRITICAL
403202,"Bambolim Complex S.O","NORTH GOA","GOA",15.4645534,73.8587148,4761,403*,CRITICAL
403201,"Bambolim Camp S.O","NORTH GOA","GOA",15.47306601,73.87022101,4760,403*,CRITICAL
403206,"Goa University S.O","NORTH GOA","GOA",15.4594471,73.8124613,4758,403*,CRITICAL
403106,"Sant Estevam S.O","NORTH GOA","GOA",15.5338611,73.9510833,4422,40310*,CRITICAL
403102,"Chorao S.O","NORTH GOA","GOA",15.5531117,73.8892767,4416,40310*,CRITICAL
403109,"N B Verem S.O","NORTH GOA","GOA",15.5018552,73.8047164,4416,40310*,CRITICAL
403715,"Chinchinim S.O","SOUTH GOA","GOA",15.209997,73.97772,3881,40371*,CRITICAL
403717,"Carmona S.O","SOUTH GOA","GOA",15.2063333,73.9508056,3880,40371*,CRITICAL
403716,"Benaulim S.O","SOUTH GOA","GOA",15.27470134,73.9575601,3874,40371*,CRITICAL
403719,"Sem rachol  Soso S.O","SOUTH GOA","GOA",15.3049283,74.0014617,3874,40371*,CRITICAL
403712,"Cansaulim S.O","SOUTH GOA","GOA",15.3447024,73.8985128,3864,40371*,CRITICAL
403711,"Chicalim S.O","SOUTH GOA","GOA",15.39811521,73.84914371,3856,40371*,CRITICAL
191132,"Rangreth SO","Budgam","JAMMU AND KASHMIR",34.0045833,74.7947778,3330,19113*,CRITICAL
403529,"Bicholim Industrial Estate S.O","NORTH GOA","GOA",15.5825117,73.954443,2880,40352*,CRITICAL
403525,"Goa High Court S.O","NORTH GOA","GOA",15.5081,73.8343,2879,40352*,CRITICAL
403522,"NDC Goa at Alto Porvorim","NA","NA",15.529082,73.827078,2877,40352*,CRITICAL
403526,"Tivim Ie S.O","NORTH GOA","GOA",15.6138764,73.823873,2869,40352*,CRITICAL
403725,"Dramapur S.O","SOUTH GOA","GOA",15.23823014,73.9814002,2820,40372*,CRITICAL
403724,"Orlim S.O","SOUTH GOA","GOA",15.2242319,73.9480591,2819,40372*,CRITICAL
403729,"Navelim Camp S.O","SOUTH GOA","GOA",15.2567908,73.9846528,2818,40372*,CRITICAL
403721,"Varca S.O","SOUTH GOA","GOA",15.2316925,73.9429611,2818,40372*,CRITICAL
403720,"Raia S.O","SOUTH GOA","GOA",15.31410971,73.9857194,2813,40372*,CRITICAL
403722,"Verna S.O","SOUTH GOA","GOA",15.3496014,73.9311858,2806,40372*,CRITICAL
403726,"Zuarinagar S.O","SOUTH GOA","GOA",15.3816529,73.8783786,2800,40372*,CRITICAL
500970,"NDC Vanasthalipuram","NA","NA",17.336,78.569,2683,5009*,CRITICAL
500958,"NDC Kanchanbagh","NA","NA",17.335,78.501,2679,5009*,CRITICAL
500939,"NDC Uppal","NA","NA",17.402,78.561,2677,5009*,CRITICAL
500930,"NDC Rajendranagar","NA","NA",17.324,78.4,2673,5009*,CRITICAL
500927,"NDC Barkatpura","NA","NA",17.395,78.494,2673,5009*,CRITICAL
500901,"NDC HYDERABAD GPO","NA","NA",17.38788,78.47661,2672,5009*,CRITICAL
500962,"NDC ECIL","NA","NA",17.465763,78.570671,2672,5009*,CRITICAL
500920,"NDC Padmaraonagar","NA","NA",17.4227027,78.5056033,2671,5009*,CRITICAL
500903,"NDC Secunderabad","NA","NA",17.441183,78.495368,2669,5009*,CRITICAL
500915,"NDC Trimulgherry","NA","NA",17.478341,78.51469,2667,5009*,CRITICAL
500955,"NDC IDA Jeedimetla","NA","NA",17.520803,78.4444832,2659,5009*,CRITICAL
500972,"NDC Kukatpally","NA","NA",17.4924462,78.3966143,2658,5009*,CRITICAL
132035,"Padha SO","NA","NA",29.57512,76.77929,2564,13203*,CRITICAL
798617,"Pungro","KOHIMA","NAGALAND",12.16680556,77.10655556,2375,79861*,CRITICAL
193403,"Gulmarg SO","BARAMULLA","JAMMU AND KASHMIR",34.031827,74.235936,2068,19340*,CRITICAL
813214,"STP Kahalgaon SO","BHAGALPUR","BIHAR",25.2496944,86.9869722,1991,81321*,CRITICAL
518345,"Mantralaya S.O (Kurnool)","KURNOOL","ANDHRA PRADESH",15.922494,77.446402,1915,51834*,CRITICAL
518349,"Tungabhadra S.O","KURNOOL","ANDHRA PRADESH",15.949146,77.30056,1900,51834*,CRITICAL
518347,"Aspari S.O","KURNOOL","ANDHRA PRADESH",15.47658333,77.38902778,1900,51834*,CRITICAL
518344,"Kavuthalam S.O","KURNOOL","ANDHRA PRADESH",15.77363889,77.13769444,1879,51834*,CRITICAL
518348,"Halaharvi S.O","KURNOOL","ANDHRA PRADESH",15.33172222,77.15683333,1873,51834*,CRITICAL
518346,"Holalagondi S.O","KURNOOL","ANDHRA PRADESH",15.48797222,77.04841667,1865,51834*,CRITICAL
585417,"Kamalnagar S.O","BIDAR","KARNATAKA",24.11,91.49,1520,58541*,CRITICAL
518390,"Tuggali S.O","KURNOOL","ANDHRA PRADESH",15.31347222,77.54488889,1486,5183*,CRITICAL
518350,"Kadivella S.O","KURNOOL","ANDHRA PRADESH",15.68769444,77.48525,1486,5183*,CRITICAL
518380,"Pattikonda S.O","KURNOOL","ANDHRA PRADESH",15.39302778,77.50408333,1483,5183*,CRITICAL
518385,"Maddikera S.O","KURNOOL","ANDHRA PRADESH",15.24813889,77.41677778,1471,5183*,CRITICAL
518323,"Peddakadubur S.O","KURNOOL","ANDHRA PRADESH",15.74280556,77.30275,1468,5183*,CRITICAL
518302,"Adoni Arts College S.O","KURNOOL","ANDHRA PRADESH",15.630225,77.294307,1465,5183*,CRITICAL
518396,"Nemakallu S.O","KURNOOL","ANDHRA PRADESH",15.28313889,77.28791667,1458,5183*,CRITICAL
518395,"Alur S.O (Kurnool)","KURNOOL","ANDHRA PRADESH",15.398444,77.224715,1453,5183*,CRITICAL
518333,"Halvi S.O","KURNOOL","ANDHRA PRADESH",15.88733333,77.11955556,1452,5183*,CRITICAL
518308,"Ingaladahal S.O","KURNOOL","ANDHRA PRADESH",15.59269444,77.14452778,1449,5183*,CRITICAL
382501,"Shantigram S.O","GANDHINAGAR","GUJARAT",23.163873,72.5395307,1284,382*,CRITICAL
503322,"Telangana University S.O","NIZAMABAD","TELANGANA",18.615311,78.210349,1190,50332*,CRITICAL
825323,"Barkatha SO","HAZARIBAGH","JHARKHAND",23.996,85.371017,1156,82532*,CRITICAL
825326,"Tapin SO","RAMGARH","JHARKHAND",23.8486516,85.46592,1147,82532*,CRITICAL
825325,"Kedla SO","RAMGARH","JHARKHAND",23.785328,85.590793,1135,82532*,CRITICAL
811104,"Sarmera S.O.","NALANDA","BIHAR",25.257734,85.799799,1087,81110*,CRITICAL
825329,"Shikherjee SO","GIRIDIH","JHARKHAND",23.9295284,86.1548269,1077,82532*,CRITICAL
122010,"DLF PhIII SO","GURUGRAM","HARYANA",28.466093,77.1058349,1040,12201*,CRITICAL
122016,"Industrial Complex Dundahera SO","GURUGRAM","HARYANA",28.4965833,77.0852778,1039,12201*,CRITICAL
122015,"Palam Road SO","GURUGRAM","HARYANA",28.4973611,77.0630556,1037,12201*,CRITICAL
122017,"Palam Vihar SO Gurgaon","GURUGRAM","HARYANA",28.462,77.0316389,1033,12201*,CRITICAL
122011,"Gurgaon Sector 56 SO","GURUGRAM","HARYANA",28.462,77.0316389,1033,12201*,CRITICAL
190014,"Hyderpora SO","Budgam","JAMMU AND KASHMIR",34.0376694,74.7871666,1030,19001*,CRITICAL
521125,"Mopidevi S.O","KRISHNA","ANDHRA PRADESH",16.06697222,70.92572222,1029,5211*,CRITICAL
122012,"Vatika India Sec 82 SO","GURUGRAM","HARYANA",28.413887,76.9931945,1028,12201*,CRITICAL
190012,"Zainakote SO","SRINAGAR","JAMMU AND KASHMIR",34.1009722,74.7345556,1024,19001*,CRITICAL
275201,"Bahadurganj","GHAZIPUR","UTTAR PRADESH",25.5765,83.5731944,986,275*,CRITICAL
824126,"Pothu S.O","AURANGABAD","BIHAR",24.85956,84.50646,976,82412*,CRITICAL
275202,"Dullahpur SO","GHAZIPUR","UTTAR PRADESH",25.8018889,83.4235,971,275*,CRITICAL
275205,"Shadiabad SO","GHAZIPUR","UTTAR PRADESH",25.6750556,83.3775,966,275*,CRITICAL
275203,"Jakhania SO","GHAZIPUR","UTTAR PRADESH",25.74175,83.3714444,965,275*,CRITICAL
275204,"Sadat SO","GHAZIPUR","UTTAR PRADESH",25.67322222,83.30341667,959,275*,CRITICAL
846010,"ROHAR S.O","DARBHANGA","BIHAR",15.5934,86.2366,955,8460*,CRITICAL
403806,"Bogmalo S.O","SOUTH GOA","GOA",15.3704088,73.8374243,895,40380*,CRITICAL
824304,"NPGCL Aditi Nagar S.O","AURANGABAD","BIHAR",25.5689,84.09579,893,82430*,CRITICAL
403804,"Sada S.O","SOUTH GOA","GOA",15.4083307,73.7887679,888,40380*,CRITICAL
403803,"Mormugao S.O","SOUTH GOA","GOA",15.4126389,73.7903889,888,40380*,CRITICAL
712204,"Chatra SO Hooghly","HOOGHLY","WEST BENGAL",22.88825,88.40225,864,71220*,CRITICAL
711110,"Baksara SO","HOWRAH","WEST BENGAL",26.1413,80.0275,820,71111*,CRITICAL
403005,"Santa Cruz S.O","NORTH GOA","GOA",15.4817056,73.8432143,805,40300*,CRITICAL
403002,"Caranzalem S.O","NORTH GOA","GOA",15.4707265,73.8269809,804,40300*,CRITICAL
413303,"Ashti S.O (Solapur)","SOLAPUR","MAHARASHTRA",17.84343,75.40899,717,41330*,CRITICAL
246737,"Rahu Nagli SO","BIJNOR","UTTAR PRADESH",29.3735278,78.1348056,669,24673*,CRITICAL
585107,"Kalaburagi HCB S.O","KALABURAGI","KARNATAKA",17.6781111,83.1925161,660,58510*,CRITICAL
425501,"Thorgavan S.O","JALGAON","MAHARASHTRA",21.1104251,75.8783358,622,42550*,CRITICAL
521369,"Munjuluru S.O","KRISHNA","ANDHRA PRADESH",16.31102778,81.215,618,5213*,CRITICAL
425502,"Savda S.O","JALGAON","MAHARASHTRA",21.14908,75.886683,618,42550*,CRITICAL
425503,"Faizpur S.O","JALGAON","MAHARASHTRA",21.166074,75.862839,616,42550*,CRITICAL
425506,"Nimbhora S.O","JALGAON","MAHARASHTRA",21.167084,75.962007,616,42550*,CRITICAL
425507,"Khirdi S.O","JALGAON","MAHARASHTRA",21.162419,75.993619,616,42550*,CRITICAL
425505,"Chinawal S.O","JALGAON","MAHARASHTRA",21.196704,75.92542,612,42550*,CRITICAL
521356,"Gudlavalleru S.O","KRISHNA","ANDHRA PRADESH",16.3455,81.05191667,612,5213*,CRITICAL
425504,"Khiroda S.O","JALGAON","MAHARASHTRA",21.2068536,75.8813148,611,42550*,CRITICAL
781022,"Khanapara S.O","KAMRUP METRO","ASSAM",26.1212778,91.8217778,611,78102*,CRITICAL
781028,"Beltola S.O","KAMRUP METRO","ASSAM",26.1178333,91.7969722,610,78102*,CRITICAL
273017,"Siddharth Enclave SO","GORAKHPUR","UTTAR PRADESH",26.7276944,83.3853889,606,27301*,CRITICAL
781021,"Bamunimaidan S.O","KAMRUP METRO","ASSAM",26.1838611,91.7868611,604,78102*,CRITICAL
273011,"NDC GORAKHPUR","NA","NA",26.79,83.38229,599,27301*,CRITICAL
781023,"Amerigog S.O","KAMRUP METRO","ASSAM",26.0802,91.5596,598,78102*,CRITICAL
627603,"Vadakku Ariyanayagipuram Petta SO","TIRUNELVELI","TAMIL NADU",8.7193983,77.5455383,593,62760*,CRITICAL
233234,"Sherpur Kalan SO","GHAZIPUR","UTTAR PRADESH",27.2046,77.4977,593,2332*,CRITICAL
800024,"Keshari Nagar S.O","PATNA","BIHAR",20.27097,85.826866,581,80002*,CRITICAL
191102,"Wuyan SO","PULWAMA","JAMMU AND KASHMIR",34.0263611,74.96675,570,19110*,CRITICAL
413007,"Solapur City S.O","SOLAPUR","MAHARASHTRA",17.67803,75.90349,568,41300*,CRITICAL
391776,"Manjusar GIDC","VADODARA","GUJARAT",22.445154,73.19986,523,39177*,CRITICAL
734425,"Bidhannagar SO","DARJEELING","WEST BENGAL",26.7084,88.4269,522,73442*,CRITICAL
230130,"Laxmanpur SO","PRATAPGARH","UTTAR PRADESH",26.241304,84.071794,514,23013*,CRITICAL
585444,"Nittur S.O","BIDAR","KARNATAKA",13.32188889,76.86052778,514,5854*,CRITICAL
391750,"Fartilizer Nagar SO","VADODARA","GUJARAT",22.3754722,73.1570833,513,3917*,CRITICAL
734421,"Bagdogra Air Port SO","DARJEELING","WEST BENGAL",26.683523,88.325847,513,73442*,CRITICAL
734424,"Bendubi SO","DARJEELING","WEST BENGAL",26.7344444,88.2983333,510,73442*,CRITICAL
503224,"Armoor H.O","NIZAMABAD","TELANGANA",18.792356,78.280035,509,50322*,CRITICAL
744302,"Campbelbay S.O","NICOBARS","ANDAMAN AND NICOBAR ISLANDS",7.006427,93.93311,499,744*,CRITICAL
506167,"Jangaon H.O","JANGOAN","TELANGANA",17.7244167,79.1523611,467,50616*,CRITICAL
481102,"Bharveli S.O","BALAGHAT","MADHYA PRADESH",21.4911,80.5829,460,481*,CRITICAL
481224,"Karanja S.O (Balaghat)","BALAGHAT","MADHYA PRADESH",21.40234,80.43514,458,481*,CRITICAL
481222,"Lanji S.O","BALAGHAT","MADHYA PRADESH",21.5059,80.5481,456,481*,CRITICAL
387105,"Haldharvas S.O","KHEDA","GUJARAT",22.937797,72.866721,452,3871*,CRITICAL
506164,"Parkal H.O","WARANGAL","TELANGANA",18.1981929,79.7017406,450,50616*,CRITICAL
509215,"Palem S.O","NAGARKURNOOL","TELANGANA",16.4041389,77.9417222,446,50921*,CRITICAL
793103,"Umiam S.O","RI BHOI","MEGHALAYA",26.4601,96.2321,445,79310*,CRITICAL
132022,"Kunjpura S.O","KARNAL","HARYANA",29.7176111,77.0783056,444,13202*,CRITICAL
625525,"Periyar Project S.O","THENI","TAMIL NADU",13.058412,80.215733,442,62552*,CRITICAL
481115,"Kirnapur S.O","BALAGHAT","MADHYA PRADESH",21.6267,80.33105,432,481*,CRITICAL
492008,"WRSColony SO","RAIPUR","CHHATTISGARH",21.2766389,81.6402778,431,49200*,CRITICAL
492003,"Urla SO","RAIPUR","CHHATTISGARH",21.30833,81.61776,430,49200*,CRITICAL
391345,"Petrochemical  T Ship SO","VADODARA","GUJARAT",22.3524722,73.14025,430,3913*,CRITICAL
492005,"Vidhan Sabha SO Raipur","RAIPUR","CHHATTISGARH",21.2433611,81.6360556,430,49200*,CRITICAL
481051,"Birsa S.O","BALAGHAT","MADHYA PRADESH",22.0253,80.7504,428,481*,CRITICAL
391320,"Jawahar Nagar SO Vadodara","VADODARA","GUJARAT",22.3035833,73.1976944,425,3913*,CRITICAL
679531,"Cheruthuruthy SO","THRISSUR","KERALA",10.743274,76.280446,422,67953*,CRITICAL
481335,"Rampaily S.O","BALAGHAT","MADHYA PRADESH",21.638729,80.180077,421,481*,CRITICAL
481226,"Hatta S.O (Balaghat)","BALAGHAT","MADHYA PRADESH",21.72303,80.27384,420,481*,CRITICAL
509217,"Shahabad S.O","RANGA REDDY","TELANGANA",17.4739167,78.5118889,418,50921*,CRITICAL
509216,"Shadnagar S.O","RANGA REDDY","TELANGANA",17.0686389,78.2079722,417,50921*,CRITICAL
679532,"Desamangalam SO","THRISSUR","KERALA",10.755082,76.23047,416,67953*,CRITICAL
481337,"Khairlanji S.O","BALAGHAT","MADHYA PRADESH",21.52616,79.90131,415,481*,CRITICAL
481332,"Budbuda S.O","BALAGHAT","MADHYA PRADESH",21.78,80.25,413,481*,CRITICAL
492002,"Mantralaya Raipur SO","RAIPUR","CHHATTISGARH",21.093112,81.475138,409,49200*,CRITICAL
481111,"Baihar S.O","BALAGHAT","MADHYA PRADESH",22.1038056,80.5485833,407,481*,CRITICAL
481117,"Garhi S.O (Balaghat)","BALAGHAT","MADHYA PRADESH",21.8114,80.1995,407,481*,CRITICAL
481105,"Ukwa S.O","BALAGHAT","MADHYA PRADESH",21.8128,80.1838,406,481*,CRITICAL
481001,"Balaghat H.O","BALAGHAT","MADHYA PRADESH",21.812876,80.18383,406,481*,CRITICAL
453555,"Shri Aurobindo S.O","INDORE","MADHYA PRADESH",22.7078056,75.8791667,405,45355*,CRITICAL
453556,"IIM CAMPUS RAO S.O","INDORE","MADHYA PRADESH",22.7078056,75.8791667,405,45355*,CRITICAL
481331,"Waraseoni S.O","BALAGHAT","MADHYA PRADESH",21.7620833,80.0564167,402,481*,CRITICAL
518674,"Gospadu S.O","Nandyal","ANDHRA PRADESH",15.3565833,78.4169167,396,518*,CRITICAL
825336,"Charhi SO","HAZARIBAGH","JHARKHAND",23.853605,85.440856,394,8253*,CRITICAL
481449,"Tirodi S.O","BALAGHAT","MADHYA PRADESH",21.6463,79.6693,391,481*,CRITICAL
788803,"Badarpurghat S.O","KARIMGANJ","ASSAM",24.87,92.53,390,78880*,CRITICAL
481116,"Malanjkhand S.O","BALAGHAT","MADHYA PRADESH",22.5000278,80.7114444,390,481*,CRITICAL
190004,"Batwara SO","SRINAGAR","JAMMU AND KASHMIR",34.0639722,74.8484166,388,19000*,CRITICAL
481441,"Lalbarra S.O","BALAGHAT","MADHYA PRADESH",21.9366111,80.0496389,387,481*,CRITICAL
481445,"Katangi S.O (Balaghat)","BALAGHAT","MADHYA PRADESH",21.7725,79.8039,387,481*,CRITICAL
484120,"S.K. Nagar S.O","ANUPPUR","MADHYA PRADESH",24.577,77.7318,385,4841*,CRITICAL
