pincode,officeName,district,state,storedLat,storedLon,kmFromRegion,regionPrefix,severity
795121,"PARBUNG SO","IMPHAL WEST","MANIPUR",24.25663,93.108853,75,79512*,MEDIUM
571457,"Tibetan Settlement S.O","CHAMARAJANAGARA","KARNATAKA",11.87758333,77.26088889,75,5714*,MEDIUM
480996,"Ugli S.O","SEONI","MADHYA PRADESH",22.0882,79.5518,74,480*,MEDIUM
509328,"Kanha Shanti Vanam NDSO","RANGA REDDY","TELANGANA",17.4817,78.4096,74,50932*,MEDIUM
799155,"Beloniya S.O","South Tripura","TRIPURA",23.25177778,91.45577778,74,7991*,MEDIUM
673635,"Calicut University SO","MALAPPURAM","KERALA",11.13271,75.894697,74,67363*,MEDIUM
487881,"Sali Choka Road S.O","NARSINGHPUR","MADHYA PRADESH",22.832192,79.6748981,74,487*,MEDIUM
783123,"Dhupdhara S.O","GOALPARA","ASSAM",25.5746,91.0017,74,78312*,MEDIUM
516104,"Chitvel S.O","Y.S.R.","ANDHRA PRADESH",14.1718889,79.3308611,74,5161*,MEDIUM
518464,"Kodumur S.O","KURNOOL","ANDHRA PRADESH",15.11316667,77.1185,74,51846*,MEDIUM
799113,"Tepania S.O","Gomati","TRIPURA",23.555724,91.451206,74,7991*,MEDIUM
222205,"SULTANPUR SO","JAUNPUR","UTTAR PRADESH",25.46186,82.63682,74,22220*,MEDIUM
480991,"Khairapalari S.O","SEONI","MADHYA PRADESH",22.088,79.5518,74,480*,MEDIUM
799130,"Sekerkote S.O","West Tripura","TRIPURA",23.82975,91.2788333,73,7991*,MEDIUM
759102,"Deulbera Colliery S.O","ANUGUL","ODISHA",20.806221,84.45798,73,75910*,MEDIUM
571187,"Kanagal S.O","MYSURU","KARNATAKA",12.56208333,76.02316667,73,5711*,MEDIUM
480661,"Seoni H.O","SEONI","MADHYA PRADESH",22.0984167,79.5494444,73,480*,MEDIUM
799153,"Radhanagar S.O (West Tripura)","South Tripura","TRIPURA",23.82975,91.2788333,73,7991*,MEDIUM
323303,"Anushakti S.O","CHITTORGARH","RAJASTHAN",24.7274722,74.3231111,73,32330*,MEDIUM
480881,"Khawasa S.O (Seoni)","SEONI","MADHYA PRADESH",22.0984167,79.5494444,73,480*,MEDIUM
799212,"Sidhai S.O","West Tripura","TRIPURA",23.82975,91.2788333,72,7992*,MEDIUM
600096,"Perungudi S.O","CHENNAI","TAMIL NADU",12.9676944,80.2449444,72,60009*,MEDIUM
413707,"Puntamba S.O","AHMEDNAGAR","MAHARASHTRA",19.7683469660754,74.61868959536298,72,41370*,MEDIUM
440005,"Nagpur Airport S.O","NAGPUR","MAHARASHTRA",21.85258333,79.05369444,72,44000*,MEDIUM
518411,"Konidela S.O","Nandyal","ANDHRA PRADESH",15.92738889,77.28813889,72,5184*,MEDIUM
765021,"Ambadola S.O","RAYAGADA","ODISHA",19.8368358,83.4537834,72,76502*,MEDIUM
416551,"Nool S.O","KOLHAPUR","MAHARASHTRA",16.2127946,74.4300353,72,4165*,MEDIUM
799211,"Mohanpur S.O (West Tripura)","West Tripura","TRIPURA",23.82975,91.2788333,72,7992*,MEDIUM
713370,"Ningha SO","PASCHIM BARDHAMAN","WEST BENGAL",23.887533,87.732934,71,71337*,MEDIUM
516107,"Pullampet S.O","Y.S.R.","ANDHRA PRADESH",14.1238333,79.2084167,71,5161*,MEDIUM
793121,"Mawphlang S.O","EAST KHASI HILLS","MEGHALAYA",25.5739167,91.8848611,71,79312*,MEDIUM
585329,"Hoodgi S.O","BIDAR","KARNATAKA",17.76205556,77.17922222,71,58532*,MEDIUM
581212,"Tadas S.O","HAVERI","KARNATAKA",15.1286971,75.126582,71,58121*,MEDIUM
581396,"Kadra S.O","UTTARA KANNADA","KARNATAKA",14.9165695,74.3489515,71,5813*,MEDIUM
794116,"HALLIDAYGANJ SO","NA","NA",25.7307359884,89.8968546857,71,79411*,MEDIUM
571190,"SERA THEKCHENLING","MYSURU","KARNATAKA",12.41686,75.95246,71,5711*,MEDIUM
284305,"Parichha Thermal Power Project SO","JHANSI","UTTAR PRADESH",25.3043,78.4454,71,28430*,MEDIUM
232114,"Chahania S.O.","VARANASI","UTTAR PRADESH",25.31877,83.01285,71,23211*,MEDIUM
125103,"Goriwala SO","SIRSA","HARYANA",29.78325,74.7477222,71,12510*,MEDIUM
480880,"Korai S.O","SEONI","MADHYA PRADESH",22.9734,78.6568,70,480*,MEDIUM
766110,"Narla Road S.O","KALAHANDI","ODISHA",20.0435935,83.3738871,70,76611*,MEDIUM
421502,"O.E.Ambernath S.O","THANE","MAHARASHTRA",19.2148611,73.1837222,70,42150*,MEDIUM
799260,"Panisagar S.O","North Tripura","TRIPURA",24.151,92.857,70,79926*,MEDIUM
833223,"Meghahatuburu SO","WEST SINGHBHUM","JHARKHAND",22.10796,85.28954,70,83322*,MEDIUM
480886,"Lakhnadon S.O","SEONI","MADHYA PRADESH",22.9734,78.6568,70,480*,MEDIUM
721463,"Digha New Township SO","MEDINIPUR EAST","WEST BENGAL",21.621445,87.507221,70,72146*,MEDIUM
711304,"Banipur SO Howrah","HOWRAH","WEST BENGAL",22.5816944,88.3371944,70,71130*,MEDIUM
711306,"Kulgachia SO","HOWRAH","WEST BENGAL",22.5816944,88.3371944,70,71130*,MEDIUM
766100,"Narla S.O","KALAHANDI","ODISHA",20.0578539,83.3824072,70,76610*,MEDIUM
711308,"Chengail SO","HOWRAH","WEST BENGAL",22.5816944,88.3371944,70,71130*,MEDIUM
757054,"Bahalda Rd RS S.O","MAYURBHANJ","ODISHA",22.33385,86.0927,70,75705*,MEDIUM
227817,"Jagdishpur Industrial Area SO","Amethi","UTTAR PRADESH",26.4796667,81.5690833,70,22781*,MEDIUM
670503,"Kannur Government Medical College SO","KANNUR","KERALA",12.070681,75.293461,69,67050*,MEDIUM
421506,"Additional Ambernath S.O","THANE","MAHARASHTRA",19.1881944,73.1914444,69,42150*,MEDIUM
571811,"Chunchanahalli S.O","MANDYA","KARNATAKA",13.02,76.74,69,571*,MEDIUM
600093,"Saligramam S.O","CHENNAI","TAMIL NADU",13.0425556,80.2063889,69,60009*,MEDIUM
181134,"AIIMS Vijaypur","JAMMU","JAMMU AND KASHMIR",32.564468,75.0356005,69,18113*,MEDIUM
629102,"Kodayarkilthangal S.O","KANNIYAKUMARI","TAMIL NADU",8.5160556,77.3161111,69,6291*,MEDIUM
470124,"Bina BPCL Refinery S.O","SAGAR","MADHYA PRADESH",24.220595,78.15099,68,47012*,MEDIUM
415614,"Jaigad S.O","RATNAGIRI","MAHARASHTRA",17.294072,73.219234,68,41561*,MEDIUM
134114,"Mansa  Devi Sec 5 S.O","PANCHKULA","HARYANA",30.7212222,76.8525833,68,13411*,MEDIUM
585446,"Dadgi SO","BIDAR","KARNATAKA",18.0451,77.2284,68,5854*,MEDIUM
509207,"Kondurgu S.O","RANGA REDDY","TELANGANA",17.0975278,78.0379722,68,50920*,MEDIUM
786622,"Namrup Thermal Power Station S.O","DIBRUGARH","ASSAM",27.2827,94.5612,68,78662*,MEDIUM
757093,"Joka S.O (Mayurbhanj)","MAYURBHANJ","ODISHA",21.9380556,86.7261111,68,75709*,MEDIUM
643233,"Pandalur S.O","THE NILGIRIS","TAMIL NADU",11.4,76.1,68,64323*,MEDIUM
854305,"Khuskibagh SO","PURNIA","BIHAR",25.780732,87.51238,68,85430*,MEDIUM
600092,"Virugambakkam S.O","CHENNAI","TAMIL NADU",13.05025,80.1943611,68,60009*,MEDIUM
416526,"Koulage S.O","KOLHAPUR","MAHARASHTRA",16.1829848,74.2846565,67,41652*,MEDIUM
825405,"Barhi SO Hazaribag","HAZARIBAGH","JHARKHAND",23.9926667,85.366,67,82540*,MEDIUM
342310,"Nokh SO","JAISALMER","RAJASTHAN",27.563571,72.255207,67,34231*,MEDIUM
571439,"Hanur S.O","CHAMARAJANAGARA","KARNATAKA",12.08980556,77.30216667,67,57143*,MEDIUM
415213,"Chimbhave SO","RAIGAD","MAHARASHTRA",18.0432403,73.2940052,67,41521*,MEDIUM
345027,"Fatehgarh SO","JAISALMER","RAJASTHAN",26.496124,71.20421,67,34502*,MEDIUM
509325,"Palmakole S.O","RANGA REDDY","TELANGANA",17.1374167,78.3199167,67,50932*,MEDIUM
233233,"Khardiha SO","GHAZIPUR","UTTAR PRADESH",25.6489722,83.8842222,67,2332*,MEDIUM
507111,"Bhadrachalam H.O","BHADRADRI KOTHAGUDEM","TELANGANA",17.6666389,80.8870833,67,50711*,MEDIUM
480882,"Bandol S.O","SEONI","MADHYA PRADESH",22.2233,79.5364,67,480*,MEDIUM
757042,"Gorumahisani S.O","MAYURBHANJ","ODISHA",22.33538,86.2729,67,75704*,MEDIUM
741139,"Dhubulia SO","NADIA","WEST BENGAL",23.482057,88.448756,67,74113*,MEDIUM
521231,"JNNURM Colony S.O","NTR","ANDHRA PRADESH",16.31,80.39,66,52123*,MEDIUM
854302,"Purnea City SO","PURNIA","BIHAR",25.77748,87.495059,66,85430*,MEDIUM
303003,"Med SO","JAIPUR","RAJASTHAN",27.4328056,76.2370556,66,30300*,MEDIUM
400193,"NDC Chakala MIDC","NA","NA",19.658886,72.515018556,66,4001*,MEDIUM
509357,"Midjil S.O","MAHABUBNAGAR","TELANGANA",16.7434167,78.3229167,66,50935*,MEDIUM
851121,"Barkhunt S.O","BEGUSARAI","BIHAR",25.35217,85.472256,66,85112*,MEDIUM
342301,"Phalodi SO","JODHPUR","RAJASTHAN",27.1236111,72.3769444,66,34230*,MEDIUM
249136,"Gangotri Seasonal SO","UTTAR KASHI","UTTARAKHAND",30.9947,78.9398,65,24913*,MEDIUM
516267,"Galiveedu S.O","Y.S.R.","ANDHRA PRADESH",14.0213333,78.5467778,65,5162*,MEDIUM
341301,"Bari Khatu S.O","NAGAUR","RAJASTHAN",27.639,73.9915,65,34130*,MEDIUM
122508,"Punhana SO","NUH","HARYANA",27.8635,77.2030833,65,12250*,MEDIUM
783136,"Hatsingimari  S.O","SOUTH SALMARA MANCACHAR","ASSAM",25.431379,89.54179,65,78313*,MEDIUM
571807,"Kirangoor S.O","MANDYA","KARNATAKA",12.43,76.7,65,571*,MEDIUM
341030,"Tarnau S.O","NAGAUR","RAJASTHAN",27.1414444,74.12625,64,34103*,MEDIUM
171223,"Arhal SO","SHIMLA","HIMACHAL PRADESH",31.2086944,77.7001111,64,17122*,MEDIUM
342308,"Khichan SO","JODHPUR","RAJASTHAN",27.1343889,72.4146111,64,34230*,MEDIUM
509202,"Balanagar S.O","MAHABUBNAGAR","TELANGANA",16.9491389,78.1829722,64,50920*,MEDIUM
134117,"Sector 20 Panchkula S.O","PANCHKULA","HARYANA",30.6691944,76.8578611,64,13411*,MEDIUM
480887,"Adegaon S.O","SEONI","MADHYA PRADESH",22.6163,79.47,63,480*,MEDIUM
413625,"Itkur S.O","OSMANABAD","MAHARASHTRA",18.561451,75.912161,63,41362*,MEDIUM
799102,"Bishalgarh S.O","Sepahijala","TRIPURA",23.67402778,91.28225,63,7991*,MEDIUM
799210,"Kamalghat S.O","West Tripura","TRIPURA",23.929796,91.336714,63,7992*,MEDIUM
757046,"Bahalda S.O","MAYURBHANJ","ODISHA",22.19186,86.1104,63,75704*,MEDIUM
760011,"AMBAPUA SO","GANJAM","ODISHA",19.865671,84.649809,63,7600*,MEDIUM
583215,"Hampi Power House S.O","VIJAYNAGAR","KARNATAKA",15.3101099,76.4947268,63,58321*,MEDIUM
509209,"Nagarkurnool S.O","NAGARKURNOOL","TELANGANA",16.4854722,78.3159444,63,50920*,MEDIUM
518442,"Pamulapadu S.O","Nandyal","ANDHRA PRADESH",15.83913889,78.49272222,63,5184*,MEDIUM
140407,"Fatehgarh Sahib SO","FATEHGARH SAHIB","PUNJAB",30.648067,76.392631,62,14040*,MEDIUM
284136,"Matatila SO","LALITPUR","UTTAR PRADESH",25.0344,78.2304,62,2841*,MEDIUM
799132,"Kathalia S.O","Sepahijala","TRIPURA",23.3825,91.3517,62,7991*,MEDIUM
581365,"Ganeshgudi S.O","UTTARA KANNADA","KARNATAKA",15.1,74.29,62,58136*,MEDIUM
522301,"Anantavaram S.O","Bapatla","ANDHRA PRADESH",16.02644444,80.16291667,62,52230*,MEDIUM
457111,"Shivgarh S.O","NA","NA",23.33,75.03,62,45711*,MEDIUM
722183,"Mejia Th Power Station SO","BANKURA","WEST BENGAL",23.51917,87.39389,62,7221*,MEDIUM
171218,"Junga SO","SHIMLA","HIMACHAL PRADESH",31.0238333,77.1908333,62,17121*,MEDIUM
457993,"Ranapur S.O","JHABUA","MADHYA PRADESH",22.6486,74.5214,62,457*,MEDIUM
766020,"Biswanathpur S.O","KALAHANDI","ODISHA",19.824015,83.4286033,62,76602*,MEDIUM
497773,"West Chirimiri SO","KOREA","CHHATTISGARH",23.352195,82.352195,61,49777*,MEDIUM
799115,"Melaghar S.O","Sepahijala","TRIPURA",23.49172222,91.32958333,61,7991*,MEDIUM
134116,"Sector 26 Panchkula S.O","PANCHKULA","HARYANA",30.565659,76.937756,61,13411*,MEDIUM
516115,"Rajampet H.O","Y.S.R.","ANDHRA PRADESH",14.197575,79.16001,61,5161*,MEDIUM
571418,"Bellur S.O","MANDYA","KARNATAKA",12.98,76.73,61,5714*,MEDIUM
766101,"Rupra Road S.O","KALAHANDI","ODISHA",20.1442883,83.34568,61,76610*,MEDIUM
345031,"Lathi SO Jaisalmer","JAISALMER","RAJASTHAN",27.035847,71.517216,60,3450*,MEDIUM
515311,"Agali S.O (Ananthapur)","Sri Sathya Sai","ANDHRA PRADESH",14.6756,77.586,60,515*,MEDIUM
312622,"Adityapuram S.O","CHITTORGARH","RAJASTHAN",24.756,74.6062778,60,31262*,MEDIUM
522264,"Chodayapalem S.O","Bapatla","ANDHRA PRADESH",15.93605556,80.88272222,60,5222*,MEDIUM
752089,"Banigochha S.O","NAYAGARH","ODISHA",20.4008,84.58641,60,75208*,MEDIUM
274403,"KUSHINAGAR SO","KUSHI NAGAR","UTTAR PRADESH",26.21,83.26,60,27440*,MEDIUM
133301,"B.C.W. Suraj Pur S.O","PANCHKULA","HARYANA",30.7742777,76.8948333,60,133*,MEDIUM
757092,"Kusumbandi S.O","MAYURBHANJ","ODISHA",22.535251,86.0383,59,75709*,MEDIUM
585330,"Humnabad S.O","BIDAR","KARNATAKA",17.76988889,77.12961111,59,5853*,MEDIUM
509349,"Vangoor S.O","NAGARKURNOOL","TELANGANA",16.6092222,78.62425,59,50934*,MEDIUM
533577,"Vilasa S.O","Konaseema","ANDHRA PRADESH",16.63136111,82.02533333,59,533*,MEDIUM
509408,"Keshampet S.O","RANGA REDDY","TELANGANA",16.3615,78.197,59,50940*,MEDIUM
125060,"Sikander Pur SO","SIRSA","HARYANA",29.5457222,75.1141111,59,1250*,MEDIUM
689597,"Thuruthicaud SO","PATHANAMTHITTA","KERALA",9.94,76.26,59,68959*,MEDIUM
324009,"Dadabari Kota S.O","KOTA","RAJASTHAN",24.632217,75.89043,59,32400*,MEDIUM
757086,"Jharpokharia S.O","MAYURBHANJ","ODISHA",22.25001,86.4839,58,75708*,MEDIUM
151203,"Faridkot HO","FARIDKOT","PUNJAB",30.683489,74.760401,58,15120*,MEDIUM
583276,"K U Campus S.O","VIJAYNAGAR","KARNATAKA",15.2858056,76.4909444,58,58327*,MEDIUM
416527,"Tillarinagar S.O","KOLHAPUR","MAHARASHTRA",15.810374,74.19737,58,41652*,MEDIUM
822125,"Ranka Raj SO","GARHWA","JHARKHAND",24.1248,83.9141,58,82212*,MEDIUM
571445,"Devalapura S.O (Mandya)","MANDYA","KARNATAKA",12.82,76.87,57,57144*,MEDIUM
461228,"Timarni S.O","HARDA","MADHYA PRADESH",22.3671111,77.2211389,57,461*,MEDIUM
517213,"Gyarampalle kothapalle S.O","CHITTOOR","ANDHRA PRADESH",13.7349722,78.8490833,57,5172*,MEDIUM
800015,"Patna Sectt SO","PATNA","BIHAR",25.582278,85.043628,57,80001*,MEDIUM
416429,"Madgyal SO","SANGLI","MAHARASHTRA",17.130269,75.412241,57,4164*,MEDIUM
395017,"Althan SO","SURAT","GUJARAT",21.6305,72.4818,57,39501*,MEDIUM
487118,"Gotegaon S.O","NARSINGHPUR","MADHYA PRADESH",23.0645556,79.4834444,57,487*,MEDIUM
791111,"Itanagar H.O","PAPUM PARE","ARUNACHAL PRADESH",27.09902778,93.62633333,57,79111*,MEDIUM
441124,"Khapari SO","NA","NA",21.0502704,79.0578503,57,4411*,MEDIUM
757050,"Hatbadra S.O","MAYURBHANJ","ODISHA",22.18858,86.1499,57,75705*,MEDIUM
533220,"Kesanakurrupalem S.O","Konaseema","ANDHRA PRADESH",16.62125,82.18055556,56,5332*,MEDIUM
742402,"Talibpur SO","MURSHIDABAD","WEST BENGAL",24.30875,88.2382277,56,74240*,MEDIUM
783130,"Rangjuli S.O","GOALPARA","ASSAM",25.5807,90.5607,56,78313*,MEDIUM
335703,"Ramsinghpur S.O","GANGANAGAR","RAJASTHAN",29.0726667,73.1153333,56,33570*,MEDIUM
122104,"Ferozepur Jhirka SO","NUH","HARYANA",27.7781944,76.9451944,55,12210*,MEDIUM
224239,"Indaipur S.O","AMBEDKAR NAGAR","UTTAR PRADESH",26.462591,82.844075,55,22423*,MEDIUM
516270,"Masapet Bazar S.O","Y.S.R.","ANDHRA PRADESH",14.0707778,78.7523611,55,5162*,MEDIUM
323601,"Kesoraipatan S.O","BUNDI","RAJASTHAN",25.2997778,75.9351944,55,32360*,MEDIUM
711305,"Bauria SO","HOWRAH","WEST BENGAL",22.5004722,88.1725833,55,71130*,MEDIUM
516269,"Rayachoti S.O","Y.S.R.","ANDHRA PRADESH",14.0684212,78.7527913,55,5162*,MEDIUM
533219,"Muramalla S.O","Konaseema","ANDHRA PRADESH",16.6733113,82.1644735,55,53321*,MEDIUM
560033,"Maruthi Sevanagar S.O","BENGALURU URBAN","KARNATAKA",13.0079444,77.1098333,55,56003*,MEDIUM
416552,"DSF Halkarni S.O","KOLHAPUR","MAHARASHTRA",15.54355,74.17293,55,4165*,MEDIUM
766027,"Lanjigarh S.O","KALAHANDI","ODISHA",19.70976,83.3637983,54,76602*,MEDIUM
606811,"Thachampattu SO","TIRUVANNAMALAI","TAMIL NADU",12.2351944,79.0765833,54,6068*,MEDIUM
632057,"Munjurpattu S.O","VELLORE","TAMIL NADU",13.3770833,79.2962778,54,63205*,MEDIUM
515281,"Amarapuram S.O","Sri Sathya Sai","ANDHRA PRADESH",14.13111111,76.97713889,54,5152*,MEDIUM
518412,"Prathakota S.O","Nandyal","ANDHRA PRADESH",15.91530556,78.36997222,54,5184*,MEDIUM
670501,"Mandurkannur SO","KANNUR","KERALA",11.874535,75.37019,54,67050*,MEDIUM
136038,"Amin S.O","KURUKSHETRA","HARYANA",29.5702778,76.8703056,54,13603*,MEDIUM
507103,"Penagadapa B.O","BHADRADRI KOTHAGUDEM","TELANGANA",17.4543114,80.6493296,54,5071*,MEDIUM
757047,"Badampahar S.O","MAYURBHANJ","ODISHA",22.09397,86.1163,54,75704*,MEDIUM
757048,"Bijatala S.O","MAYURBHANJ","ODISHA",22.21421,86.2876,54,75704*,MEDIUM
759037,"Samal Barrage Township S.O","ANUGUL","ODISHA",20.8406389,85.0965556,54,75903*,MEDIUM
581347,"Manchikeri S.O","UTTARA KANNADA","KARNATAKA",14.85694444,74.81725,54,58134*,MEDIUM
517536,"Akkurthi S.O","Tirupati","ANDHRA PRADESH",13.8668889,79.7199167,53,5175*,MEDIUM
822117,"Japla C F SO","PALAMU","JHARKHAND",24.3612,83.8912,53,82211*,MEDIUM
800012,"DIGHA S.O","PATNA","BIHAR",25.650327,85.097355,53,80001*,MEDIUM
571423,"Kikkeri S.O","MANDYA","KARNATAKA",12.76,76.43,53,57142*,MEDIUM
571444,"Ramapuram Ghat S.O","CHAMARAJANAGARA","KARNATAKA",12.00411111,77.39308333,53,57144*,MEDIUM
533221,"Bandarlanka S.O","Konaseema","ANDHRA PRADESH",16.58197222,81.96205556,53,5332*,MEDIUM
799105,"Kakraban S.O","Gomati","TRIPURA",23.292,91.2548,53,7991*,MEDIUM
331504,"Gogasar S.O","CHURU","RAJASTHAN",28.3027222,74.9670833,53,3315*,MEDIUM
171015,"Baldeyan SO","SHIMLA","HIMACHAL PRADESH",31.1669,77.1746,52,17101*,MEDIUM
331505,"Parihara S.O (Churu)","CHURU","RAJASTHAN",28.2902778,74.9613889,52,3315*,MEDIUM
571802,"Bindiganavile S.O","MANDYA","KARNATAKA",12.88,76.63,52,571*,MEDIUM
741159,"Taherpur SO","NADIA","WEST BENGAL",23.2593333,88.5421667,52,74115*,MEDIUM
331518,"Lalgarh S.O (Churu)","CHURU","RAJASTHAN",28.2902778,74.9613889,52,3315*,MEDIUM
509203,"Bijnapally S.O","NAGARKURNOOL","TELANGANA",16.5300556,78.2254444,52,50920*,MEDIUM
461551,"Tawa Nagar S.O","HOSHANGABAD","MADHYA PRADESH",22.75021,77.24593,52,461*,MEDIUM
515159,"Krishnapuram S.O (Ananthapur)","Sri Sathya Sai","ANDHRA PRADESH",14.6756,77.586,52,5151*,MEDIUM
335522,"PALLU S.O","HANUMANGARH","RAJASTHAN",28.930703,74.209623,52,33552*,MEDIUM
713376,"Dhandadihi SO","PASCHIM BARDHAMAN","WEST BENGAL",23.4178,86.653368,52,71337*,MEDIUM
814115,"Hindipith SO","DEOGHAR","JHARKHAND",24.490417,86.690601,51,81411*,MEDIUM
814116,"Satsang SO","DEOGHAR","JHARKHAND",24.490417,86.690601,51,81411*,MEDIUM
416417,"Kavathe Piran S.O","SANGLI","MAHARASHTRA",16.8794792,74.4632958,51,41641*,MEDIUM
509385,"Thelkapally S.O","NAGARKURNOOL","TELANGANA",16.4426667,78.4605833,51,50938*,MEDIUM
518553,"Chagalamarri S.O","Nandyal","ANDHRA PRADESH",14.9623333,78.5831944,51,5185*,MEDIUM
800010,"Sadaquat Ashram SO","PATNA","BIHAR",25.633112,85.113811,51,80001*,MEDIUM
571109,"Begur S.O","CHAMARAJANAGARA","KARNATAKA",11.93136111,76.67022222,51,57110*,MEDIUM
201318,"Sec 01 Greater Noida SO","GAUTAM BUDDHA NAGAR","UTTAR PRADESH",28.6681111,77.4284722,51,20131*,MEDIUM
457770,"Bamnia S.O","JHABUA","MADHYA PRADESH",23.3,75,51,45777*,MEDIUM
762018,"Ghantapada S.O","BOUDH","ODISHA",20.5476833,83.6678083,51,76201*,MEDIUM
722176,"Narrah S.O.","BANKURA","WEST BENGAL",23.258282,87.137811,51,72217*,MEDIUM
507119,"Rudrampur S.O","BHADRADRI KOTHAGUDEM","TELANGANA",17.4844167,80.6514167,51,50711*,MEDIUM
487555,"Kaudia S.O","NARSINGHPUR","MADHYA PRADESH",22.90474,79.45874,51,487*,MEDIUM
625556,"C.Pudupatti S.O","THENI","TAMIL NADU",9.482916,77.580447,51,6255*,MEDIUM
759111,"Jindal Nagar S.O","ANUGUL","ODISHA",20.8406389,85.0965556,50,75911*,MEDIUM
845441,"Kotwa SO","PURBI CHAMPARAN","BIHAR",26.519492,84.842516,50,84544*,MEDIUM
509410,"Mogalgidda S.O","RANGA REDDY","TELANGANA",17.0873056,78.1233889,50,50941*,MEDIUM
244717,"SM Nadehi SO","UDAM SINGH NAGAR","UTTARAKHAND",29.124,78.5624,50,24471*,MEDIUM
